STATEFP,COUNTYFP,county_State,discuss,discussOppose,reducetax,reducetaxOppose,CO2limits,CO2limitsOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,drilloffshore,drilloffshoreOppose,drillANWR,drillANWROppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,prienv,prienvOppose,teachGW,teachGWOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose,PerCapitapersonalincome2016,PerCapitapersonalincome2017,PerCapitapersonalincome2018,Percentchangefromprecedingyear2017,Percentchangefromprecedingyear2018,GDP2015,GDP2016,GDP2017,GDP2018,PercentchangeGDPfromprecedingyear2016,PercentchangeGDPfromprecedingyear2017,PercentchangeGDPfromprecedingyear2018,PercentPopulationUnder18,PercentPopulationOver65,PercentNonwhite,PercentofPopulationBelowPovertyLevel,PublicSupplytotalwithdrawalstotalfreshsalineinMgald,PublicSupplytotalwithdrawalstotalfreshsaline,IndustrialselfsuppliedtotalwithdrawalstotalfreshsalineMgald,Domestictotalselfsuppliedwithdrawalsfresh,IndustrialselfsuppliedtotalwithdrawalstotalfreshsalineinMgald,Industrialselfsuppliedtotalwithdrawalstotalfreshsaline,IrrigationtotalwithdrawalsfreshinMgald,Irrigationtotalwithdrawalsfresh,Irrigationacresirrigatedtotalinthousandacres,IrrigationCropgroundwaterwithdrawalsfreshinMgald,IrrigationCropgroundwaterwithdrawalsfresh,IrrigationCropsurfacewaterwithdrawalsfreshinMgald,IrrigationCropsurfacewaterwithdrawalsfresh,IrrigationCroptotalwithdrawalsfreshinMgald,IrrigationCropacresirrigatedtotalinthousandacres,IrrigationCropacresirrigatedtotal,IrrigationGolftotalwithdrawalsfreshinMgald,IrrigationGolfacresirrigatedtotalinthousandacres,IrrigationGolfacresirrigatedtotal,LivestocktotalwithdrawalsfreshinMgald,Livestocktotalwithdrawalsfresh,AquaculturetotalwithdrawalstotalfreshsalineinMgald,Aquaculturetotalwithdrawalstotalfreshsaline,ThermoelectrictotalwithdrawalstotalfreshsalineMgald,Miningtotalwithdrawalstotalfreshsaline,ThermoelectrictotalwithdrawalstotalfreshsalineinMgald,ThermoelectriconcethroughtotalwithdrawalsfreshsalineMgal,Thermoelectriconcethroughpowergeneratedgigawatthours,ThermoelectricrecirculatingtotalwithdrawalsfreshsalineMg,Thermoelectricrecirculatingpowergeneratedgigawatthours,ThermoelectricrecirculatingtotalwithdrawalstotalfreshsalineinMg,Thermoelectricrecirculatingpowergeneratedingigawatthours,TotalgroundwaterwithdrawalstotalfreshsalineinMgald,Totalgroundwaterwithdrawalstotalfreshsaline,TotalsurfacewaterwithdrawalstotalfreshsalineinMgald,Totalsurfacewaterwithdrawalstotalfreshsaline,TOTALWITHDRAWALSGWSF,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,Laborforcepersons,Employedpersons,Unemployedpersons,UnemploymentRate,Agricultureforestryfishingandhuntingandmining,AgricultureforestryfishingandhuntingandminingPCT,Agricultureforestryfishingandhunting,AgricultureforestryfishingandhuntingPCT,AgricultureMiningquarryingandoilandgasextraction,AgricultureMiningquarryingandoilandgasextractionPCT,Construction,ConstructionPCT,Manufacturing,ManufacturingPCT,Wholesaletrade,WholesaletradePCT,Retailtrade,RetailtradePCT,Transportationandwarehousingandutilities,TransportationandwarehousingandutilitiesPCT,Transportationandwarehousing,TransportationandwarehousingPCT,Utilities,UtilitiesPCT,Information,InformationPCT,Financeandinsuranceandrealestateandrentalandleasing,FinanceandinsuranceandrealestateandrentalandleasingPCT,Financeandinsurance,FinanceandinsurancePCT,Realestateandrentalandleasing,RealestateandrentalandleasingPCT,Professionalscientificandmanagementandadministrativeandwaste,ProfessionalscientificandmanagementandadministrativeandwastePCT,Professionalscientificandtechnicalservices,ProfessionalscientificandtechnicalservicesPCT,Managementofcompaniesandenterprises,ManagementofcompaniesandenterprisesPCT,Administrativeandsupportandwastemanagementservices,AdministrativeandsupportandwastemanagementservicesPCT,Educationalservicesandhealthcareandsocialassistance,EducationalservicesandhealthcareandsocialassistancePCT,Educationalservices,EducationalservicesPCT,Healthcareandsocialassistance,HealthcareandsocialassistancePCT,Artsentertainmentandrecreationandaccommodationandfoodservice,ArtsentertainmentandrecreationandaccommodationandfoodservicePCT,Artsentertainmentandrecreation,ArtsentertainmentandrecreationPCT,Accommodationandfoodservices,AccommodationandfoodservicesPCT,Otherservicesexceptpublicadministration,OtherservicesexceptpublicadministrationPCT,Publicadministration,PublicadministrationPCT,Populationpersquaremile2010,count_property,count_fema_sfha,pct_fema_sfha,count_fs_risk_2020_5,pct_fs_risk_2020_5,count_fs_risk_2050_5,pct_fs_risk_2050_5,count_fs_risk_2020_100,pct_fs_risk_2020_100,count_fs_risk_2050_100,pct_fs_risk_2050_100,count_fs_risk_2020_500,pct_fs_risk_2020_500,count_fs_risk_2050_500,pct_fs_risk_2050_500,count_fs_fema_difference_2020,pct_fs_fema_difference_2020,avg_risk_score_all,avg_risk_score_2_10,avg_risk_fsf_2020_100,avg_risk_fsf_2020_500,avg_risk_score_sfha,avg_risk_score_no_sfha,count_floodfactor1,count_floodfactor2,count_floodfactor3,count_floodfactor4,count_floodfactor5,count_floodfactor6,count_floodfactor7,count_floodfactor8,count_floodfactor9,count_floodfactor10,TotalemploymentnumberofjobsUmp,WageandsalaryemploymentUmp,ProprietorsemploymentUmp,FarmproprietorsemploymentUmp,NonfarmproprietorsemploymentUmp,FarmemploymentUmp,NonfarmemploymentUmp,PrivatenonfarmemploymentUmp,ForestryfishingandrelatedactivitiesUmp,MiningquarryingandoilandgasextractionUmp,UtilitiesUmp,ConstructionUmp,ManufacturingUmp,WholesaletradeUmp,RetailtradeUmp,TransportationandwarehousingUmp,InformationUmp,FinanceandinsuranceUmp,RealestateandrentalandleasingUmp,ProfessionalscientificandtechnicalservicesUmp,ManagementofcompaniesandenterprisesUmp,AdministrativeandsupportandwastemanagementandremediationservUmp,EducationalservicesUmp,HealthcareandsocialassistanceUmp,ArtsentertainmentandrecreationUmp,AccommodationandfoodservicesUmp,OtherservicesexceptgovernmentandgovernmententerprisesUmp,GovernmentandgovernmententerprisesUmp,FederalcivilianUmp,MilitaryUmp,StateandlocalUmp,StategovernmentUmp,LocalgovernmentUmp
1,1,autauga_alabama,26.86,73.13,53.31,45.88,56.68,42.59,49.2,19.6,48.81,20.88,50.27,27.06,52.92,19.24,60.27,15.46,54.81,16.49,65.04,34.34,53.21,46.97,65.86,32.81,38.55,60.09,77.77,22.01,77.15,22.28,26.51,71.87,64.84,31.94,66.19,33.19,54.06,23.84,42.15,41.59,36.96,32.86,46.41,53.52,33.79,55.07,47.63,40.72,51.77,34.48,54.62,32.4,56.23,31.92,38.12,61.88,44.7,9.69,39561,40450,41618,2.2,2.9,1518409,1526310,1422078,1483414,0.5,-6.8,4.3,24.55,14.25,23.4,13.6,3.64,0.06,0.38,0.01,34.8,0.62,3.52,0.06,2.26,3.36,1,0,0,3.36,2.16,0.96,0.16,0.1,0.04,0.19,0,0,0,2.02,0.04,11.86,0.21,15711.64,0,0,11.86,15711.64,10.69,0.19,45.72,0.81,56.41,54773,55227,54954,54727,54893,54864,55243,55390,55533,55869,26172,25458,714,2.7,41538,4.68,27800,3.13,46596,5.25,46500,5.24,40245,4.53,41786,4.71,20934,2.36,51645,5.82,55417,6.24,45688,5.15,41696,4.7,34187,3.85,35850,4.04,27091,3.05,33368,3.76,50348,5.67,NaN,NaN,25991,2.93,35510,4,38458,4.33,31533,3.55,15092,1.7,15148,1.71,15078,1.7,21927,2.47,48063,5.42,91.8,29676,1654,5.6,730,2.5,783,2.6,2534,8.5,2667,9,3318,11.2,3439,11.6,880,3,1.63,6.46,7.46,6.63,4.85,1.44,26234,138,303,325,207,944,497,110,477,441,18493,12595,5898,315,5583,397,18096,15579,150,100,109,1178,1696,413,2285,392,89,591,949,NaN,NaN,958,479,1675,492,1423,1747,2517,83,271,2163,236,1927
1,3,baldwin_alabama,30.09,69.93,52.47,47.34,54.75,44.74,49.34,20.61,50.45,21.87,52.72,27.48,53.13,20.3,61.79,15.62,56.26,17.06,64.4,34.72,53.44,46.89,63.91,34.21,38.77,59.52,77.96,21.42,77.26,21.97,29.89,68.68,64.19,32.83,67.03,32.71,55.14,25.27,41.25,41.34,35.61,36.3,48.18,51.66,33.59,57.32,47.69,42.48,52.13,35.92,55.64,32.49,58.2,30.23,37.18,62.82,46.88,10.06,42907,43989,45596,2.5,3.7,5345363,5496105,5525882,5774289,2.8,0.5,4.5,22.13,19.02,13.47,11.67,23.67,0.28,2.14,0.03,0,0,58.28,0.69,20.66,47.17,0.87,6.78,0.13,53.95,18.52,0.9,4.33,2.14,0.1,0.29,0,0.1,0,0.22,0,0,0,0,0,0,0,0,73.38,0.87,11.32,0.13,84.7,183112,186558,190145,194885,199183,202939,207601,212521,217855,223234,97328,94675,2653,2.7,41529,4.14,27917,2.78,124153,12.37,35573,3.54,42964,4.28,43583,4.34,21864,2.18,48569,4.84,44877,4.47,57614,5.74,52031,5.18,38919,3.88,41039,4.09,35150,3.5,38240,3.81,52836,5.26,NaN,NaN,25089,2.5,38250,3.81,40544,4.04,35232,3.51,14810,1.48,16462,1.64,14612,1.46,25560,2.55,46612,4.64,114.6,138266,19496,14.1,5900,4.3,10708,7.7,24137,17.5,27024,19.5,29453,21.3,33082,23.9,4641,3.4,2.31,6.48,7.55,6.96,6.93,1.55,105173,1843,2909,2294,2622,9384,2602,1011,7101,3327,119535,83811,35724,748,34976,1089,118446,107505,767,406,339,8573,4947,2871,16889,2914,862,5028,9796,5687,461,7703,2627,11190,3380,14994,8071,10941,366,969,9606,1336,8270
1,5,barbour_alabama,28.12,71.78,63.44,35.27,64.92,33.54,58.36,14.56,57.78,15.22,60.07,18.09,58.82,11.37,66.03,12.89,60.61,13.46,69.04,29.16,58.54,41.06,60.4,37.44,35.93,62.4,80.41,18.62,79.13,19.67,23.28,74.78,69.24,27.04,76.65,22.73,63.5,13.74,47.89,37.7,42.56,23.65,56.4,43.35,42.82,42.23,55.25,28.77,58.71,23.42,59.34,21.99,62.89,20.56,48.73,51.27,54.08,6.83,31595,33048,35199,4.6,6.5,756590,742810,745625,787425,-1.8,0.4,5.6,21.04,17.45,53.44,24.17,3.23,0.36,0.12,0.01,1.5,0.17,2.96,0.33,4.53,0.57,0.23,1.92,0.77,2.49,4.23,0.93,0.47,0.3,0.07,0.41,0.05,0.36,0.04,0.44,0.05,0,0,0,0,0,0,0,6.06,0.67,2.96,0.33,9.02,27327,27341,27169,26937,26755,26283,25806,25157,24872,24686,8537,8213,324,3.8,19286,2.62,22697,3.08,NaN,NaN,26875,3.65,30922,4.2,22276,3.03,20071,2.73,42468,5.77,41408,5.63,51169,6.95,130313,17.7,22237,3.02,26625,3.62,10469,1.42,18519,2.52,49083,6.67,NaN,NaN,12125,1.65,30435,4.13,38116,5.18,22471,3.05,13658,1.86,15096,2.05,13640,1.85,20412,2.77,35699,4.85,31,23155,924,4,608,2.6,665,2.9,1565,6.8,1643,7.1,1842,8,1985,8.6,641,2.8,1.51,6.91,7.89,7.29,4.22,1.39,21170,148,104,106,97,394,336,64,388,348,11684,8894,2790,439,2351,529,11155,9387,245,154,NaN,406,2501,NaN,1065,562,27,357,291,NaN,NaN,558,NaN,NaN,107,793,819,1768,55,104,1609,617,992
1,7,bibb_alabama,25.78,74.14,53.88,45.59,55.5,43.53,49.26,19.65,48.53,21.1,49.88,26.26,52.09,18.49,59.41,16.24,53.98,17.36,63.61,35.37,51.83,48.07,66.32,31.99,41.14,57.07,77.18,22.41,75.83,23.37,25.21,73.23,63.81,32.73,67.1,32.31,53.27,23.77,41.1,42.61,35.6,32.01,46.14,53.66,34.56,53.4,47.41,39.84,50.61,34.28,52.83,32.45,55.62,30.7,38.62,61.38,45.14,9.51,28799,29081,30254,1,4,358372,357831,353859,364197,-0.2,-1.1,2.9,20.94,15.07,23.28,13.88,5.18,0.88,0.16,0.03,0,0,0.19,0.03,0.16,0.03,1,0,0,0.03,0.06,0.38,0.16,0.1,0.63,0.07,0.01,0,0,0.27,0.05,0,0,0,0,0,0,0,5.67,0.97,0.2,0.03,5.87,22870,22745,22667,22521,22553,22566,22586,22550,22367,22394,8685,8419,266,3.1,72539,8.51,42125,4.94,72977,8.56,41636,4.89,31974,3.75,50000,5.87,27941,3.28,47315,5.55,50189,5.89,45694,5.36,15804,1.85,25000,2.93,21211,2.49,32440,3.81,21861,2.57,36786,4.32,NaN,NaN,20913,2.45,27315,3.21,41923,4.92,24403,2.86,12023,1.41,NaN,NaN,11591,1.36,30399,3.57,48125,5.65,36.8,14970,916,6.1,759,5.1,795,5.3,1365,9.1,1402,9.4,1562,10.4,1601,10.7,449,3,1.71,7.6,8.3,7.74,4.33,1.53,13369,41,79,91,64,235,219,47,402,423,6897,5109,1788,141,1647,145,6752,5382,NaN,NaN,NaN,1077,664,NaN,630,299,NaN,146,129,174,NaN,NaN,93,555,40,232,NaN,1370,65,85,1220,238,982
1,9,blount_alabama,26,73.97,48.24,51.76,51.99,47.61,44.37,23.29,44.17,24.71,46.28,31.1,50.64,23.19,56.87,17.75,51.82,19.24,61.15,38.58,49.45,50.56,68.37,30.34,42.19,55.89,75.63,24.38,74.46,25.12,27.48,71.22,61.11,35.66,61.07,38.54,48.12,30.85,39.31,42.66,33.41,35.46,41.95,57.93,30.63,59.95,43.66,46.81,47.55,40.31,51,38.02,52.85,36.4,33.85,66.15,40.12,11.43,32389,33533,34976,3.5,4.3,824934,783480,813934,849114,-5,3.9,4.3,23.52,17.35,4.55,15.47,56.86,0.95,0.86,0.01,0,0,1.08,0.02,0.94,0.2,0.57,0.15,0.43,0.35,0.53,0.56,0.73,0.41,0.44,0.9,0.01,0,0,0.37,0.01,0,0,0,0,0,0,0,4.64,0.08,55.43,0.92,60.07,57376,57560,57580,57619,57526,57526,57494,57787,57771,57826,25331,24655,676,2.7,29875,3.41,22388,2.56,54006,6.17,36495,4.17,40078,4.58,43682,4.99,22442,2.56,51681,5.9,46588,5.32,62938,7.19,33500,3.83,36543,4.17,38250,4.37,32444,3.71,35594,4.07,43750,5,NaN,NaN,32263,3.69,36522,4.17,42670,4.87,34018,3.89,12461,1.42,7159,0.82,13665,1.56,25000,2.86,41320,4.72,88.9,41304,930,2.3,2274,5.5,2395,5.8,4127,10,4266,10.3,4716,11.4,4858,11.8,3197,7.7,1.79,7.7,8.43,7.88,6.67,1.68,36438,150,230,233,199,679,585,175,1176,1439,15993,10001,5992,992,5000,1157,14836,12490,NaN,NaN,NaN,1649,1521,457,1624,NaN,126,433,527,637,60,715,NaN,NaN,213,948,1658,2346,85,241,2020,167,1853
1,11,bullock_alabama,30.39,69.5,70.85,27.7,72.52,26.02,65.32,10.67,65.33,10.73,66.84,12.57,64.59,6.86,70.27,10.17,65.59,10.22,72.91,25.03,64.06,35.25,52.02,45.4,29.78,68.62,82.41,16.24,80.95,17.84,21.6,76.19,73.64,22.52,83.14,16.2,70.11,7.82,52.97,33.17,49.95,16.77,63.89,35.88,49.83,33.43,62.3,20.37,65.29,16.13,64.57,15.48,68.34,14.25,57.34,42.66,60.76,4.92,26655,27442,28797,3,4.9,224849,246072,233531,244183,9.4,-5.1,4.6,20.67,15.17,78.06,27.22,2.11,0.48,0.07,0.02,0,0,2,0.46,1.67,0.92,0.5,0.92,0.5,1.84,1.61,0.96,0.16,0.06,0.04,0.16,0.04,0.05,0.01,0,0,0,0,0,0,0,0,0,3.16,0.72,1.23,0.28,4.39,10876,10675,10606,10549,10663,10400,10389,10176,10174,10101,4818,4643,175,3.6,25846,3.73,25846,3.73,NaN,NaN,30815,4.45,30666,4.43,27031,3.9,23452,3.39,31068,4.49,30339,4.38,66944,9.66,NaN,NaN,11773,1.7,11477,1.66,18977,2.74,41206,5.95,104659,15.11,NaN,NaN,40426,5.84,21574,3.11,23950,3.46,18750,2.71,13459,1.94,45110,6.51,5179,0.75,10816,1.56,33306,4.81,17.5,9312,754,8.1,310,3.3,336,3.6,637,6.8,675,7.2,737,7.9,762,8.2,-117,-1.3,1.51,7.28,7.98,7.45,3,1.38,8550,28,32,40,56,112,115,51,213,115,4281,3179,1102,228,874,498,3783,3104,111,0,45,NaN,NaN,NaN,270,NaN,NaN,69,85,70,0,315,8,612,NaN,NaN,NaN,679,40,35,604,247,357
1,13,butler_alabama,27.38,72.59,62.38,36.34,63.24,35.4,56.75,15.3,56.17,16.01,56.22,20.21,56.88,13,63.93,13.28,58.61,13.93,68.63,29.94,58,41.8,61.33,36.81,35.94,62.47,79.85,19.36,79.04,19.98,23.28,74.78,68.56,27.82,74.86,24.4,61.27,15.53,46.05,39.01,40.91,25.89,53.41,46.46,40.16,44.67,53.08,31.07,56.48,25.45,58.17,23.74,61.15,22.7,46.21,53.79,52.2,7.27,33501,34733,36450,3.7,4.9,570113,554471,554848,570686,-2.7,0.1,2.9,22.71,18.54,47.6,24.02,2.28,0.56,0.27,0.07,0.2,0.05,0.99,0.24,0.3,0.01,1,0,0,0.01,0.02,0.07,0.98,0.28,0.93,0.32,0.08,0,0,0,0,0,0,0,0,0,0,0,2.89,0.71,1.17,0.29,4.06,20932,20866,20670,20356,20327,20162,20012,19888,19631,19448,9263,8925,338,3.6,37083,4.89,38047,5.01,36458,4.8,27217,3.59,27163,3.58,49539,6.53,16841,2.22,42093,5.55,48750,6.42,37250,4.91,28750,3.79,24934,3.29,24243,3.19,31750,4.18,23629,3.11,45278,5.97,NaN,NaN,20357,2.68,30465,4.01,40962,5.4,28814,3.8,12351,1.63,7222,0.95,13537,1.78,25216,3.32,40978,5.4,27,18884,770,4.1,729,3.9,750,4,1520,8,1559,8.3,1693,9,1754,9.3,750,4,1.6,7.42,8.04,7.61,4.05,1.49,17129,62,66,83,104,275,270,96,457,342,9766,7528,2238,326,1912,393,9373,8372,228,17,93,453,1482,189,1063,528,76,261,162,314,24,841,NaN,NaN,128,800,567,1001,44,80,877,102,775
1,15,calhoun_alabama,28.25,71.72,55.88,43.34,59.49,39.62,50.89,18.81,50.64,19.88,52.7,25.1,53.69,17.64,61.45,14.93,56.23,15.97,66.27,32.26,55.47,44.34,62.07,36.55,37.38,61.13,78.45,21.14,77.57,21.73,26.47,71.85,65.43,31.14,70.11,29.41,56.47,22.71,44.64,38.86,38.96,30.4,49.41,50.42,35.33,52.89,49.22,38.2,53.28,31.8,55.88,29.34,58.18,28.05,40.76,59.24,48.35,9.06,34774,35721,37120,2.7,3.9,3810823,3862408,3861148,3950436,1.4,0,2.3,22.01,16.45,25.44,18.13,25.25,0.82,0.44,0.01,1.15,0.04,3.15,0.1,1.92,0,0,1.39,1,1.39,1.14,0.59,1.76,0.78,0.41,0.36,0.01,0.24,0.01,0.08,0,0,0,0,0,0,0,0,24.39,0.8,6.28,0.2,30.67,118408,117744,117190,116471,115917,115469,114973,114710,114331,113605,46209,44574,1635,3.5,33269,4.27,31204,4,48929,6.28,30463,3.91,36140,4.64,46087,5.91,18329,2.35,41852,5.37,36169,4.64,46250,5.93,21296,2.73,35069,4.5,38870,4.99,27153,3.48,29367,3.77,40194,5.16,NaN,NaN,21824,2.8,31306,4.02,40008,5.13,29208,3.75,11990,1.54,12338,1.58,11901,1.53,14748,1.89,45581,5.85,195.7,72237,4307,6,3805,5.3,4216,5.8,11142,15.4,11694,16.2,13169,18.2,13634,18.9,6835,9.5,2.13,6.99,7.75,7.17,6.56,1.85,58584,502,662,916,774,2833,2495,605,3040,1826,59132,48261,10871,474,10397,596,58536,45254,NaN,NaN,218,2342,6871,1948,7030,1463,549,1563,1741,2070,141,4014,713,4822,612,5173,3768,13282,4174,515,8593,2187,6406
1,17,chambers_alabama,26.5,73.49,60.92,37.68,62.58,36.03,55.46,16.03,54.85,16.66,55.21,20.2,56.29,13.42,64.1,13.46,58.3,14.52,68.41,30.24,57.32,42.54,61.52,36.73,36.83,61.68,78.72,20.67,78.86,20.23,22.85,75.13,67.56,28.76,73.75,25.41,60.17,16.69,44.36,40.54,40.8,26.83,51.93,47.95,38.53,46.51,51.18,33.21,55.11,27.37,56.66,25.62,60.02,23.73,44.52,55.48,50.76,7.71,32470,32583,33859,0.3,3.9,1793988,1953597,1938158,1941217,8.9,-0.8,0.2,21.41,18.59,42.32,18.55,4.2,0.82,0.48,0.09,0,0,0.23,0.04,0.18,0.07,1,0,0,0.07,0.12,0.67,0.16,0.06,0.33,0.22,0.04,0,0,0,0,0,0,0,0,0,0,0,0.64,0.12,4.49,0.88,5.13,34122,34033,34104,34139,33977,33996,33745,33707,33600,33254,15748,15286,462,2.9,24835,3.05,25179,3.09,NaN,NaN,34306,4.22,31361,3.85,33095,4.07,19966,2.45,36386,4.47,35691,4.39,53036,6.52,34167,4.2,41250,5.07,40724,5,41838,5.14,24517,3.01,36063,4.43,NaN,NaN,23436,2.88,28568,3.51,37316,4.59,25547,3.14,11429,1.4,115660,14.21,9684,1.19,17604,2.16,32091,3.94,57.4,24214,814,3.4,421,1.7,461,1.9,1180,4.9,1261,5.2,1571,6.5,1647,6.8,366,1.5,1.39,6.69,7.87,6.91,4.5,1.28,22566,85,111,189,93,314,254,45,292,265,12741,9323,3418,238,3180,301,12440,10420,261,1,97,612,2154,94,1327,418,65,264,288,NaN,NaN,965,NaN,NaN,NaN,NaN,1051,2020,54,138,1828,158,1670
1,19,cherokee_alabama,26.56,73.37,51.93,47.93,53.48,45.87,45.68,21.96,45.33,23.72,47.93,30.02,50.07,22.36,58.39,17.04,52.91,18.36,62.36,37.1,49.91,50.24,68.45,30.21,42.06,56.17,76.61,23.22,75.34,24.08,27.51,71.21,62.37,34.19,64.69,35,51.17,28.69,40.26,42.42,34.58,35.77,44.21,55.62,32.12,58.08,45.26,44.36,48.6,38.63,51.67,36.55,54.18,34.71,36.2,63.8,43.2,10.71,32826,33852,35505,3.1,4.9,484118,457675,461223,498013,-5.5,0.8,8,20.14,20.97,6.9,15.87,3.2,0.43,0.49,0.07,0,0,2.82,0.38,1.87,0,0,2.66,1,2.66,1.77,0.95,0.16,0.1,0.05,0.4,0.05,0.51,0.07,0,0,0,0,0,0,0,0,0,3.59,0.48,3.83,0.52,7.42,25963,25989,25958,26017,25895,25732,25768,25805,26014,26196,11604,11266,338,2.9,33102,4.17,33102,4.17,NaN,NaN,30781,3.88,35284,4.45,51406,6.48,25164,3.17,33185,4.18,32823,4.14,36023,4.54,30729,3.87,34219,4.31,33828,4.26,80250,10.11,31295,3.94,45855,5.78,NaN,NaN,20488,2.58,32725,4.12,37052,4.67,30787,3.88,8299,1.05,23472,2.96,7281,0.92,23929,3.02,42486,5.35,46.9,32541,6594,20.3,2890,8.9,2966,9.1,7999,24.6,8036,24.7,9340,28.7,9372,28.8,1405,4.3,2.76,7.08,7.72,7.13,6.44,1.83,23119,185,546,705,453,2352,1232,363,1875,1711,8614,5726,2888,442,2446,574,8040,6601,167,24,NaN,491,991,190,1214,NaN,47,245,219,242,32,555,NaN,NaN,69,560,653,1439,48,109,1282,102,1180
